"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Lrrc8d",0.00124771491541266,0.974720335153751,0.317,0.284,1,"2","Lrrc8d"
"Arc.1",0.00127892202330331,0.907642893525524,0.273,0.224,1,"2","Arc"
"Zfp521.1",0.00128446671718103,-0.514689716108096,0.191,0.3,1,"2","Zfp521"
"Atl3",0.00132910929780491,1.04652718020178,0.29,0.252,1,"2","Atl3"
"Syf2.1",0.00133131182844377,0.45317843776017,0.611,0.673,1,"2","Syf2"
"Ccar2",0.00133545555403216,-0.258629404318253,0.355,0.547,1,"2","Ccar2"
"Commd4.1",0.00138542202108268,-0.290091081968104,0.553,0.738,1,"2","Commd4"
"Rbm8a",0.00141114101176866,0.500760175259303,0.594,0.666,1,"2","Rbm8a"
"Ndufaf2",0.001430633986273,0.485123048412831,0.543,0.572,1,"2","Ndufaf2"
"Rab4a",0.0014356613913484,0.454115782789944,0.618,0.689,1,"2","Rab4a"
"Acsl1",0.00154486736969744,0.860613950564696,0.392,0.376,1,"2","Acsl1"
"Txndc12",0.0015500815783765,0.643399189168187,0.454,0.469,1,"2","Txndc12"
"Tcf12.1",0.00172454926427522,0.865927723545762,0.392,0.389,1,"2","Tcf12"
"Frmd5",0.00173783982817746,0.863362427915577,0.352,0.331,1,"2","Frmd5"
"Amd1.1",0.00174981672640736,0.983829831338659,0.29,0.256,1,"2","Amd1"
"Nfe2l2.1",0.00176373485178728,1.0141844777221,0.28,0.24,1,"2","Nfe2l2"
"Tmod1.1",0.00182976478035794,0.810220932231368,0.386,0.372,1,"2","Tmod1"
"Sorl1.1",0.00186317783239655,-0.439223826969076,0.703,0.829,1,"2","Sorl1"
"Lhfp.2",0.00187678451737197,-0.289026574249724,0.334,0.494,1,"2","Lhfp"
"Sdc4.2",0.00192829210904819,0.524733912069013,0.601,0.676,1,"2","Sdc4"
"Siah2.1",0.0019316395811451,0.895681537729803,0.304,0.267,1,"2","Siah2"
"Snx30",0.00195115429020275,0.714546737567598,0.362,0.337,1,"2","Snx30"
"Gm2694.2",0.00200982156025461,-1.09638286249597,0.379,0.474,1,"2","Gm2694"
"Pop4.1",0.00206530273291439,0.656197174155789,0.423,0.424,1,"2","Pop4"
"Fam102a",0.00219618628136596,0.493858326836687,0.519,0.564,1,"2","Fam102a"
"Rab21.1",0.0022129861400026,0.348287342622111,0.683,0.761,1,"2","Rab21"
"Rftn2",0.00227519091142519,0.853601921216709,0.345,0.318,1,"2","Rftn2"
"Ptges3.1",0.00228904365044069,0.390372824743269,0.669,0.771,1,"2","Ptges3"
"Psd2.1",0.00231558723523126,-0.409415041142468,0.42,0.579,1,"2","Psd2"
"Sv2c.1",0.00231662033113297,-0.31786619710672,0.212,0.317,1,"2","Sv2c"
"Bet1",0.00235459457722614,0.896761447669856,0.369,0.366,1,"2","Bet1"
"Gpr155",0.00252772804595965,0.964725210767458,0.341,0.33,1,"2","Gpr155"
"Pdk2.2",0.00255925117735849,-0.256424047712363,0.512,0.717,1,"2","Pdk2"
"Dcps",0.00256109923787805,0.920916892763403,0.317,0.294,1,"2","Dcps"
"Sash1.2",0.00261180129501739,0.617796177902914,0.461,0.482,1,"2","Sash1"
"Naxe",0.00270470432159975,0.316644281899134,0.679,0.755,1,"2","Naxe"
"Lbh",0.00273236883025898,0.83121156275828,0.375,0.367,1,"2","Lbh"
"Cdk2ap1",0.00289296906143179,0.297511565849923,0.727,0.788,1,"2","Cdk2ap1"
"Ppfia1.2",0.00291646908042457,-0.34616121007607,0.287,0.428,1,"2","Ppfia1"
"Pygm.2",0.00304440936208188,0.571946275131219,0.447,0.444,1,"2","Pygm"
"Atp2c1.1",0.00307635928411268,0.417080553922824,0.635,0.711,1,"2","Atp2c1"
"Tmem163.1",0.00322987246686798,-0.339457715532555,0.317,0.452,1,"2","Tmem163"
"Jund",0.00324416565112283,0.250877517959865,0.857,0.924,1,"2","Jund"
"Hadha.1",0.00339056959342199,0.530056442561261,0.536,0.576,1,"2","Hadha"
"Zfyve21",0.00339620430674492,0.903404778637888,0.362,0.359,1,"2","Zfyve21"
"Tbc1d10b",0.00352868370732818,0.480876284276875,0.515,0.563,1,"2","Tbc1d10b"
"Rala",0.00357304369448703,0.476903600170938,0.543,0.596,1,"2","Rala"
"Krcc1.1",0.00364493070543282,0.966235637597354,0.314,0.288,1,"2","Krcc1"
"Tmem123",0.00364779938718214,1.09439587016585,0.266,0.231,1,"2","Tmem123"
"Lsm5",0.00384670221693088,0.59284849327388,0.433,0.45,1,"2","Lsm5"
"Kif13a.1",0.00390155208409646,0.791316520495811,0.345,0.325,1,"2","Kif13a"
"Dipk2a.1",0.00392890474507331,-0.439706210525358,0.307,0.428,1,"2","Dipk2a"
"Snx18.1",0.00449591353927735,0.910795818705681,0.307,0.283,1,"2","Snx18"
"Prpsap1.1",0.00456892594154588,0.391686600382297,0.539,0.588,1,"2","Prpsap1"
"Trim35",0.00460372578694731,0.412440399356676,0.652,0.762,1,"2","Trim35"
"Irs2.1",0.004618698319715,0.605499661545167,0.485,0.527,1,"2","Irs2"
"Dlg1.2",0.0047169437158911,0.425038038943686,0.59,0.635,1,"2","Dlg1"
"Hsd17b12.1",0.00476244859570431,0.379027673172476,0.621,0.713,1,"2","Hsd17b12"
"Fam129b",0.00490555489080222,1.12674964020961,0.266,0.236,1,"2","Fam129b"
"Alas2.1",0.00500025205502211,-0.266399091779674,0.208,0.311,1,"2","Alas2"
"Slc22a8",0.00518149479215035,-0.482336986935428,0.16,0.253,1,"2","Slc22a8"
"Dram2",0.00522213997404881,0.995867499503883,0.311,0.292,1,"2","Dram2"
"Yif1a.1",0.00545265931357457,0.827972535137024,0.379,0.387,1,"2","Yif1a"
"Gnai3",0.00574923780917275,0.853158300206293,0.348,0.339,1,"2","Gnai3"
"Aldh9a1.1",0.00619019188371744,0.722791453298735,0.355,0.345,1,"2","Aldh9a1"
"Fam174a",0.00639685752856767,0.36271671462028,0.652,0.731,1,"2","Fam174a"
"Ncoa3",0.00649420115358438,1.01356789159363,0.27,0.24,1,"2","Ncoa3"
"Csf1r",0.00680635325206093,0.742571266687364,0.512,0.557,1,"2","Csf1r"
"Lrrc8b.2",0.00686241901834437,0.503707428235941,0.474,0.5,1,"2","Lrrc8b"
"Sec13.1",0.00743296474699186,0.540609729647519,0.509,0.573,1,"2","Sec13"
"Ptprf.1",0.00745930842689929,0.670814006854272,0.42,0.433,1,"2","Ptprf"
"Gnptab",0.00747457013038727,0.689754807903758,0.42,0.444,1,"2","Gnptab"
"Lamc1",0.00749308860221424,0.926463326777721,0.287,0.262,1,"2","Lamc1"
"Rnpepl1",0.00770954768454515,0.641039878794742,0.433,0.459,1,"2","Rnpepl1"
